CUSTOMER_NUMBER,CUSTOMER_NAME,QTY_SHIPPED,ORGID,GOLIVE_DATE,CANCEL_DATE,CANCEL_TYPE,CITY,STATE,ITEM_DESCRIPTION,NOTES,REPORT_PERIOD,REPORT_SEQ,VENDOR_NAME,ERROR_CODE,SALESORDERID,AMOUNT
307687,Change Inc,32,825c8000c9197dc,2017-04-03 00:00:00,,,WEIRTON,WV,BUNDLED,,2018-02-01 00:00:00,308883,eCW,0,6b6d664f-ee4f-e811-813d-e0071b6a50e1,125.33
29831,VIP MidSouth,33,a089bfc386fb9c17,2017-01-19 00:00:00,,,GALLATIN,TN,BUNDLED,Missed taking over effective 1/19/2017,2018-02-01 00:00:00,309008,eCW,0,8d6d664f-ee4f-e811-813d-e0071b6a50e1,129.25
5509,Community Healthcare System,38,c2ecef69d86c5841,2015-11-16 00:00:00,,,Sandersville,GA,BUNDLED,,2018-02-01 00:00:00,307704,eCW,0,b36d664f-ee4f-e811-813d-e0071b6a50e1,148.83
29949,Claxton Hepburn Medical Center,56,bc9902f50a69b771,2017-04-28 00:00:00,,,Ogdensburg,NY,BUNDLED,,2018-02-01 00:00:00,309391,eCW,0,b66d664f-ee4f-e811-813d-e0071b6a50e1,219.33
305574,"Dignity GoHealth Urgent Care Management, LLC ",41,ecc238ac9c6828b3,2016-08-01 00:00:00,,,Atlanta,GA,IMO,,2018-02-01 00:00:00,308526,eCW,0,b76d664f-ee4f-e811-813d-e0071b6a50e1,160.58
311761,Arthritic Diseases Clinic,1,da85ee502c37a0e2,2018-02-04 00:00:00,,,PONTE VEDRA BEACH,FL,BUNDLED,,2018-02-01 00:00:00,310083,eCW,0,37b1a488-dcd5-e711-8147-e0071b6a7021,3.92
311908,"East Side Medical, PC",1,918bdd811a348768,2018-02-12 00:00:00,,,NEWYORK,NY,BUNDLED,,2018-02-01 00:00:00,310110,eCW,0,c7febf03-e5d6-e711-8148-e0071b6a7021,3.92
311966,Jandali Surgical Associates,2,98ded13a4506cbdb,2018-02-26 00:00:00,,,kenosha,WI,BUNDLED,,2018-02-01 00:00:00,310189,eCW,0,a94dbb2c-041b-e811-814e-e0071b6a7021,7.83
311331,AMITA - Tots N Teens Health Associates,2,b58d794309f458ae,2018-02-27 00:00:00,,,HOFFMAN ESTATES,IL,BUNDLED,,2018-02-01 00:00:00,310190,eCW,0,e1aed19f-d21b-e811-814e-e0071b6a7021,7.83
312017,miCare Health Center,21,afaa826d8db1e7c7,2018-02-05 00:00:00,,,Billings,MT,BUNDLED,,2018-02-01 00:00:00,310088,eCW,0,014267ce-fde0-e711-8148-e0071b6a7021,82.25
4198,Dhar Family Medicine,2,5a3eb09fd9ee7a8,2018-02-23 00:00:00,,,Smyrna,TN,IMO,Switch to Package 2/23/2018,2018-02-01 00:00:00,310164,eCW,0,46277692-4929-e811-8151-e0071b6a7021,7.83
306240,Alka Singh MD,2,a1d9caa36533ba0e,2016-09-09 00:00:00,,,POMPANO BEACH,FL,BUNDLED,,2018-02-01 00:00:00,308343,eCW,0,dfaddb6e-eb4f-e811-813d-e0071b6a50e1,7.83
307918,"Allied Physical Medicine, Keller",1,1a1dd687ec1c22b4,2017-02-06 00:00:00,,,Keller,TX,BUNDLED,,2018-02-01 00:00:00,309064,eCW,0,e9addb6e-eb4f-e811-813d-e0071b6a50e1,3.92
7841,All Kids Pediatrics of Opelousas  ,1,9213b85465940f76,2015-09-29 00:00:00,,,Opelousas,LA,RCM - IMO,,2018-02-01 00:00:00,307907,eCW,0,eaaddb6e-eb4f-e811-813d-e0071b6a50e1,3.92
305363,AR Texas Pediatrics PLLC  ,1,8a279b67b243eb96,2016-09-26 00:00:00,,,HOUSTON,TX,BUNDLED,,2018-02-01 00:00:00,308813,eCW,0,f7addb6e-eb4f-e811-813d-e0071b6a50e1,3.92
310368,"Allan D. MacIntyre, DO DBA Surgical Weight Loss Solutions",1,663cf4655caf5dbb,2017-09-13 00:00:00,,,Las Vegas,NV,IMO,,2018-02-01 00:00:00,309639,eCW,0,eeaddb6e-eb4f-e811-813d-e0071b6a50e1,3.92
21323,ASPS - Ronald Barry MD ,1,5e76ffbf4e7a43379d19494fd43f4abc,2017-10-01 00:00:00,,,Saginaw,MI,Free Trial,Free Trial Converted - to start billing 10/1/2017 (1FTE),2018-02-01 00:00:00,309703,eCW,0,0caedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
21491,ASPS - Saul R. Berger MD,1,bc7273edc5f49310,2015-09-28 00:00:00,,,"Encino,Van Nuys",CA,RCM - IMO,,2018-02-01 00:00:00,307894,eCW,0,1aaedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
29491,Associates GI of Union County ,1,15dcdbfa60abd236,2015-03-16 00:00:00,,,Cranford,NJ,RCM - IMO,,2018-02-01 00:00:00,307687,eCW,0,56aedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
303454,Athens Cardiac Clinic,1,ef425d994385af46,2016-01-25 00:00:00,,,Statham,GA,BUNDLED,,2018-02-01 00:00:00,308248,eCW,0,69aedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
306776,Atlanta Kidney Specialists,1,f738a3e5e85dbc7d,2016-10-14 00:00:00,,,253 Upper Riverdale Rd SW,GA,IMO,,2018-02-01 00:00:00,308631,eCW,0,63aedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
32654,Ballard Family Medicine,1,c8e214709bd9ff59,2015-11-09 00:00:00,,,Winfield,AL,RCM - IMO,,2018-02-01 00:00:00,307996,eCW,0,8faedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
19385,BAMBHANIA MEDICAL CORPORATION,1,afb09dea24991458,2014-08-01 00:00:00,,,APPLE VALLEY,CA,RCM - IMO,,2018-02-01 00:00:00,307622,eCW,0,9daedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
310961,Baltimore Healthcare,1,907fc73438960164,2017-10-09 00:00:00,,,Baltimore,MD,BUNDLED,,2018-02-01 00:00:00,309467,eCW,0,9baedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
309576,Dr. Filomena F. Buenaflor,1,7d366f4630ec87a4,2017-07-10 00:00:00,,,TECUMSEH,MI,IMO,,2018-02-01 00:00:00,309345,eCW,0,a9aedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
310505,"Dr. Anh Nguyen ,MD",1,70dabc9a36678ccf,2017-10-16 00:00:00,,,Houston,TX,BUNDLED,,2018-02-01 00:00:00,309513,eCW,0,faaedb6e-eb4f-e811-813d-e0071b6a50e1,3.92
310363,East Georgia Neurology,1,507eb42f83511746,2017-09-11 00:00:00,,,Stateboro,GA,BUNDLED,,2018-02-01 00:00:00,309632,eCW,0,1cafdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
307984,East Dearborn Medical Clinic,1,f1db217ad00ef4e8,2017-02-20 00:00:00,,,DEARBORN,MI,BUNDLED,,2018-02-01 00:00:00,309097,eCW,0,1eafdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
14442,Eastern Long Island Family Medicine  ,1,8b93cce7d27a4e16b211382714d580c4,2017-10-01 00:00:00,,,Setauket,NY,Free Trial,Free Trial Converted - to start billing 10/1/2017 (1FTE),2018-02-01 00:00:00,309707,eCW,0,2cafdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
29515,"East Tucson IM and Geriatrics, Inc",1,6c49aaa7a3ce436b,2015-03-02 00:00:00,,,Tucson,AZ,RCM - IMO,,2018-02-01 00:00:00,307678,eCW,0,21afdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
307512,Eastern Utah Spine and Pain      ,1,227641ca301cf3d3,2017-01-09 00:00:00,,,PRICE,UT,BUNDLED,,2018-02-01 00:00:00,308975,eCW,0,2aafdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
13905,Kennestone Family Medicine,1,5ce995c580c63235,2017-12-04 00:00:00,,,Marietta,GA,IMO,,2018-02-01 00:00:00,309855,eCW,0,40afdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
11971,"Kevin Conner, MD",1,41ca6cc43cc5fc5d,2013-12-31 00:00:00,,,Arlington,TX,RCM - IMO,,2018-02-01 00:00:00,307579,eCW,0,43afdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
308755,La Loma Medical Group,1,27ebedf80e5ed6bf,2017-05-30 00:00:00,,,Oakland,CA,RCM - IMO,,2018-02-01 00:00:00,309205,eCW,0,4bafdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
32019,Lem Turner Family Medical Care,1,1ca1638831bd168d,2017-10-06 00:00:00,,,Jacksonville,FL,RCM - IMO,,2018-02-01 00:00:00,309458,eCW,0,b5afdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
308115,LeHealth LLC,1,8ee7ea9a80d63011,2017-02-13 00:00:00,,,St,TX,BUNDLED,,2018-02-01 00:00:00,309084,eCW,0,beafdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
306377,"Leo V. Warshauer,  MD",1,394f9aa58387c7cc,2016-10-03 00:00:00,,,Wilmington,NC,RCM - IMO,Jan/Feb 2018 billed in advance in 2017,2018-02-01 00:00:00,308593,eCW,0,a0afdb6e-eb4f-e811-813d-e0071b6a50e1,3.92
20225,"MHS - Adelheid Reinoso, MD",1,4cce98973a76824,2017-10-06 00:00:00,,,"Hollywood, ",FL,IMO,,2018-02-01 00:00:00,309463,eCW,0,b450d674-eb4f-e811-813d-e0071b6a50e1,3.92
24500,"Michael C. Gunn, MD",1,53d909993fbf407d,2014-02-17 00:00:00,,,Nashville,TN,RCM - IMO,,2018-02-01 00:00:00,307589,eCW,0,ba50d674-eb4f-e811-813d-e0071b6a50e1,3.92
8014,"Michael A. Bianco, M.D.",1,92cab95e04e4a90c,2016-03-17 00:00:00,,,Wadsworth,OH,IMO,,2018-02-01 00:00:00,308067,eCW,0,b750d674-eb4f-e811-813d-e0071b6a50e1,3.92
20753,"Michael D. Overbeck M.D., P.A.",1,e28db5004d5669e8,2015-03-02 00:00:00,,,Conshohocken,PA,RCM - IMO,,2018-02-01 00:00:00,307676,eCW,0,c550d674-eb4f-e811-813d-e0071b6a50e1,3.92
29303,Michael A Nicholas PhD PLLC              ,1,fd6b24b67badbc4d,2015-02-16 00:00:00,,,Paducah,KY,RCM - IMO,,2018-02-01 00:00:00,307669,eCW,0,b850d674-eb4f-e811-813d-e0071b6a50e1,3.92
31841,Michael G. Campbell      ,1,b0e93d59b1399da2,2015-08-01 00:00:00,,,Fredericksburg,TX,BUNDLED,,2018-02-01 00:00:00,307826,eCW,0,bf50d674-eb4f-e811-813d-e0071b6a50e1,3.92
21237,"MHS - Carlos R. Santos, MD, PA",1,27fdf6c64d6bdb26,2015-07-13 00:00:00,,,NORTH MIAMI BEACH,FL,RCM - IMO,,2018-02-01 00:00:00,307561,eCW,0,c750d674-eb4f-e811-813d-e0071b6a50e1,3.92
302765,"Michelle Woodard, MD",1,fbe4519895945163,2016-01-04 00:00:00,,,Watkinsville,GA,RCM - IMO,,2018-02-01 00:00:00,307782,eCW,0,d17eb0a1-eb4f-e811-813d-e0071b6a50e1,3.92
31359,Stonebridge Pediatrics,1,99191e29485bb8fe,2016-11-15 00:00:00,,,Mckinney,TX,IMO,,2018-02-01 00:00:00,308748,eCW,0,9522aba7-eb4f-e811-813d-e0071b6a50e1,3.92
14767,Suburban Spine & Orthapaedic Center ,1,4973af9a86aeee9f,2015-09-22 00:00:00,,,Glen Mills,PA,RCM - IMO,,2018-02-01 00:00:00,307867,eCW,0,9b22aba7-eb4f-e811-813d-e0071b6a50e1,3.92
308575,Suhradam Medical Practice,1,97c8b154028f41a9,2017-06-19 00:00:00,,,Naugatuck,CT,RCM - IMO,,2018-02-01 00:00:00,309294,eCW,0,a022aba7-eb4f-e811-813d-e0071b6a50e1,3.92
757,Stoneybrook Family Practice ,1,e20508cf3af7335f,2016-09-01 00:00:00,,,Newport News,VA,RCM - IMO,,2018-02-01 00:00:00,308303,eCW,0,9722aba7-eb4f-e811-813d-e0071b6a50e1,3.92
308708,Sudheer Karnati MD PA,1,f7acd70933a60c6c,2017-05-15 00:00:00,,,Lufkin,TX,BUNDLED,,2018-02-01 00:00:00,309173,eCW,0,9922aba7-eb4f-e811-813d-e0071b6a50e1,3.92
13784,Suhail Masudi MD PA,1,5b75d1a1352f20b5,2017-07-28 00:00:00,,,Wellington ,FL,IMO,,2018-02-01 00:00:00,309376,eCW,0,d622aba7-eb4f-e811-813d-e0071b6a50e1,3.92
18874,"Sumeet Anand, MD",1,777bcbaf180d9531,2017-10-23 00:00:00,,,West Islip,NY,BUNDLED,,2018-02-01 00:00:00,309970,eCW,0,e022aba7-eb4f-e811-813d-e0071b6a50e1,3.92
18545,The Boroughs Medical And Wwellness Center,1,ea30036f3dacbf70,2016-09-28 00:00:00,,,Westborough,MA,RCM - IMO,1.25 FTE,2018-02-01 00:00:00,308820,eCW,0,4f23aba7-eb4f-e811-813d-e0071b6a50e1,3.92
312069,"New York Medical Behavioral Health, PC",2,766d5d1bef6209fb,2018-02-09 00:00:00,,,ROCHESTER,NY,BUNDLED,,2018-02-01 00:00:00,310106,eCW,0,c82ac758-d4e5-e711-814b-e0071b6a7021,7.83
312096,Femhealth,3,e3fa96189177e6bb,2018-02-19 00:00:00,,,Hollywood,FL,BUNDLED,,2018-02-01 00:00:00,310134,eCW,0,75666654-5ee6-e711-814b-e0071b6a7021,11.75
312127,Aventura Ob\Gyn Specialists,1,b7c1daabb0b859c3,2018-02-19 00:00:00,,,Aventura,FL,BUNDLED,,2018-02-01 00:00:00,310146,eCW,0,251aaab6-74ea-e711-814b-e0071b6a7021,3.92
16622,"Advanced Family Medical Care, PA",1,5606ee45cc4a1486,2018-02-28 00:00:00,,,Plano,TX,BUNDLED,Taking over from Retail 2/28/2018,2018-02-01 00:00:00,310192,eCW,0,2ab9faae-22eb-e711-814b-e0071b6a7021,3.92
3551,"Reddy & Associates, LLC",20,811db56b8836f406,2018-02-14 00:00:00,,,Athens,GA,BUNDLED,,2018-02-01 00:00:00,310123,eCW,0,963d7fbf-792c-e811-8151-e0071b6a7021,78.33
306637,The Buffalo River Clinic,1,bd68c3418afa07b2,2016-10-24 00:00:00,,,Yellville,AR,BUNDLED,,2018-02-01 00:00:00,308695,eCW,0,4d23aba7-eb4f-e811-813d-e0071b6a50e1,3.92
303724,The Littleton Clinic,1,ecf697f13f1fc0fd,2016-03-04 00:00:00,,,Littleton,CO,BUNDLED,,2018-02-01 00:00:00,308045,eCW,0,4c23aba7-eb4f-e811-813d-e0071b6a50e1,3.92
19062,The Neurohealth Center  LLC,1,fccf83c685a1e445,2015-09-21 00:00:00,,,Lake Mary,FL,RCM - IMO,,2018-02-01 00:00:00,307861,eCW,0,5e23aba7-eb4f-e811-813d-e0071b6a50e1,3.92
21750,Town & Country Internal Medicine,1,0dc92361b5f242a1b5dc0e130b82c609,2017-10-01 00:00:00,,,Houston,TX,Free Trial,Free Trial Converted - to start billing 10/1/2017 (1FTE),2018-02-01 00:00:00,309716,eCW,0,d563a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
308681,"Treasure Coast Pediatrics, PA",1,71837283e5f61c53,2017-05-01 00:00:00,,,Vero Beach,FL,BUNDLED,,2018-02-01 00:00:00,309400,eCW,0,d363a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
307745,UTSW - Sidd Medical Associates,1,c8ea02d0fac49b19,2017-03-13 00:00:00,,,Denton,TX,IMO,,2018-02-01 00:00:00,309142,eCW,0,ec63a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
310353,Treasure Coast GI,1,341d8cf36ae2d00a,2017-08-21 00:00:00,,,Port St Lucie,FL,BUNDLED,,2018-02-01 00:00:00,309571,eCW,0,e463a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
305437,Urgent Care 2 Go      ,1,fc24dc8c862e8bfa,2016-08-01 00:00:00,,,Farmers Branch,TX,BUNDLED,,2018-02-01 00:00:00,308524,eCW,0,de63a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
309525,Urologic Consultants,1,c5d5a60575acb3a3,2017-08-24 00:00:00,,,gilbert,AZ,BUNDLED,,2018-02-01 00:00:00,309583,eCW,0,da63a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
310926,Urology Health Consulting PC,1,790b02f6a77576c,2017-10-19 00:00:00,,,"Frederick,Lewistown",MD,BUNDLED,,2018-02-01 00:00:00,309535,eCW,0,e563a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
29390,"Urology Professionals of South Florida, LLC  ",1,2ec9753291f2a309,2015-02-09 00:00:00,,,MIAMI,FL,RCM - IMO,,2018-02-01 00:00:00,307666,eCW,0,ed63a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
305087,"UTSW-American Internal Medicine Services, P.A.",1,7bbcc5dfe7d8eb85,2016-07-25 00:00:00,,,GARLAND,TX,IMO,,2018-02-01 00:00:00,308499,eCW,0,8064a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
305069,Augustin Orthopedics,1,38329ca3ac35576a,2016-08-12 00:00:00,,,Bayonne,NJ,BUNDLED,,2018-02-01 00:00:00,308550,eCW,0,bb64a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
309672,Audubon Area Community Services,1,fea53e2506ac22ec,2017-08-28 00:00:00,,,Owensboro,KY,BUNDLED,,2018-02-01 00:00:00,309592,eCW,0,c264a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
305404,"B. Dixit, MD, PC  ",1,9db2dfcfc3ce9b3c,2016-11-07 00:00:00,,,suite 202,GA,BUNDLED,,2018-02-01 00:00:00,308731,eCW,0,c364a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
309256,Austin Vein Institute,1,c152d9946aebd9b0,2017-07-24 00:00:00,,,Austin,TX,RCM - IMO,,2018-02-01 00:00:00,309369,eCW,0,bf64a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
5772,"Baisley Medical Service, NYCDOHMH",1,4f6ded7c883e8c02,2017-08-14 00:00:00,,,Brooklyn,NY,IMO,,2018-02-01 00:00:00,309543,eCW,0,c564a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
19011,Averett Medical Group,1,e0afbce88c798754,2016-09-01 00:00:00,,,Linden,TN,BUNDLED,,2018-02-01 00:00:00,308309,eCW,0,cd64a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
310963,Balance Diabetes and Endocrinology,1,8b7e1da19eef2640,2017-12-04 00:00:00,,,Plano,TX,BUNDLED,,2018-02-01 00:00:00,309846,eCW,0,ca64a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
309193,Harris Wasser MD Inc,1,9604305fda4509e6,2017-05-29 00:00:00,,,Simi Valley,CA,BUNDLED,,2018-02-01 00:00:00,309198,eCW,0,d264a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
307403,Hart Family Health PC   ,1,86bb06e7d89550fe,2017-02-06 00:00:00,,,Lincoln,NE,BUNDLED,1.25 FTE,2018-02-01 00:00:00,309070,eCW,0,e364a3ad-eb4f-e811-813d-e0071b6a50e1,3.92
309057,Julio Gallo MD,1,9032cf247d0c4d6c,2017-08-07 00:00:00,,,FORT LAUDERDALE,FL,BUNDLED,,2018-02-01 00:00:00,309246,eCW,0,29a59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
310199,kevin K kurohara,1,6c72fe426a36b069,2017-09-27 00:00:00,,,hilo,HI,BUNDLED,,2018-02-01 00:00:00,309688,eCW,0,2ea59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
308632,"Keys Pediatrics, PLLC",1,dba929dbda565153,2017-05-05 00:00:00,,,Key West ,FL,BUNDLED,,2018-02-01 00:00:00,309414,eCW,0,2da59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
307621,Khera Cardiology Center,1,ea9e39adc4bdae82,2017-01-13 00:00:00,,,Glendale,AZ,BUNDLED,,2018-02-01 00:00:00,308985,eCW,0,33a59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
304633,Kinetic Spine and Orthopedics,1,c10a9ed291739ee9,2016-05-23 00:00:00,,,St. Petersburg,FL,BUNDLED,,2018-02-01 00:00:00,308106,eCW,0,38a59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
11595,Lai-Yuan Liu MD,1,8ca4ffc38feaaa30,2017-10-12 00:00:00,,,Miami,FL,IMO,,2018-02-01 00:00:00,309491,eCW,0,36a59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
607,"Kim, Dr. David",1,99946995b90a65fd,2015-10-01 00:00:00,,,Las Vegas,NV,RCM - IMO,,2018-02-01 00:00:00,307929,eCW,0,3da59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
304839,King Family Medical,1,cc1f81ed099f1dee,2016-08-10 00:00:00,,,Waverly,TN,BUNDLED,,2018-02-01 00:00:00,308546,eCW,0,42a59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
303705,Lake City Institute of Neurology,1,c6490dd555c6ccaa,2016-03-14 00:00:00,,,LAKE CITY,FL,BUNDLED,,2018-02-01 00:00:00,308066,eCW,0,3fa59bb3-eb4f-e811-813d-e0071b6a50e1,3.92
305001,"MAG - PMC Prime Pediatrics & Adolescent, PLC",1,ff05d4b79cd2b3cd,2016-09-20 00:00:00,,,FLINT,MI,IMO,,2018-02-01 00:00:00,308374,eCW,0,678eb001-ec4f-e811-813d-e0071b6a50e1,3.92
31734,Nigel A Spier MD LLC,1,7f6cc7023c10f007,2018-01-09 00:00:00,,,Hollywood,FL,BUNDLED,,2018-02-01 00:00:00,309944,eCW,0,7c8eb001-ec4f-e811-813d-e0071b6a50e1,3.92
308262,"Beena Stanley, MD",1,ab5e6a1ff8ee65eb,2018-01-09 00:00:00,,,"Hernando,Citrus Hills, ",FL,BUNDLED,,2018-02-01 00:00:00,309945,eCW,0,868eb001-ec4f-e811-813d-e0071b6a50e1,3.92
311777,Oklahoma Center for Orthopaedic & Multi-Specialty Surgery (OCOM),1,ec2ec0ad8eaeb9fc,2018-01-15 00:00:00,,,Oklahoma City,OK,IMO,,2018-02-01 00:00:00,309814,eCW,0,7d8eb001-ec4f-e811-813d-e0071b6a50e1,3.92
312174,Florida Pain Care,1,7b9531d6374263f,2018-01-22 00:00:00,,,CLERMONT,FL,BUNDLED,,2018-02-01 00:00:00,309830,eCW,0,7f8eb001-ec4f-e811-813d-e0071b6a50e1,3.92
312355,Genesis Medical,1,6177a9f7342cd0d4,2018-01-29 00:00:00,,,MILFORD,CT,BUNDLED,,2018-02-01 00:00:00,310062,eCW,0,858eb001-ec4f-e811-813d-e0071b6a50e1,3.92
311803,Neurology Care PLLC,1,66860713326f65c2,2018-01-18 00:00:00,,,Waxahachie,TX,IMO,,2018-02-01 00:00:00,309817,eCW,0,8f8eb001-ec4f-e811-813d-e0071b6a50e1,3.92
312362,Elizabeth Brown MD,1,98a2eb6449c73872,2018-02-21 00:00:00,,,CHARLESTON,WV,BUNDLED,,2018-02-01 00:00:00,310157,eCW,0,828eb001-ec4f-e811-813d-e0071b6a50e1,3.92
312009,Lone Star Childrens Medical PLLC,1,1eb73da1753921d3,2018-01-29 00:00:00,,,houston,TX,BUNDLED,,2018-02-01 00:00:00,310055,eCW,0,928eb001-ec4f-e811-813d-e0071b6a50e1,3.92
311989,Diley Medical Group,5,e378f0cd8dddfc1f,2018-02-05 00:00:00,,,CANAL WINCHESTER,OH,BUNDLED,,2018-02-01 00:00:00,310093,eCW,0,948eb001-ec4f-e811-813d-e0071b6a50e1,19.580000000000002
311814,"Gregorio Joel Castillo, MD PA",1,c286b1e5d6757035,2018-01-29 00:00:00,,,El Paso,TX,BUNDLED,,2018-02-01 00:00:00,310063,eCW,0,278fb001-ec4f-e811-813d-e0071b6a50e1,3.92
308793,THE HSC HEALTHCARE SYSTEM,34,3cee61841698bef1,2018-02-01 00:00:00,,,"WASHINGTON, DC ",AR,BUNDLED,,2018-02-01 00:00:00,310074,eCW,0,f815ac78-2f16-e711-80f8-5065f38b1181,133.17000000000002
311836,"John Lee, MD, LLC",1,7c434c781c28b16e,2018-02-01 00:00:00,,,SUWANEE,GA,BUNDLED,,2018-02-01 00:00:00,310073,eCW,0,48e647ba-ffd8-e711-8160-9cdc71557f61,3.92
311990,Advocate - Obstetrics and Gynecology II Ltd,2,634bcf9cb3d29f29,2018-02-19 00:00:00,,,normal,IL,BUNDLED,,2018-02-01 00:00:00,310127,eCW,0,62928aef-21e0-e711-8161-9cdc71557f61,7.83
312008,Malek Medical Center,1,5a474b58588cd127,2018-02-12 00:00:00,,,WEST LONG BRANCH,NJ,BUNDLED,,2018-02-01 00:00:00,310111,eCW,0,35a01b1a-dde0-e711-8161-9cdc71557f61,3.92
312026,Weightloss and Sleep Disorder Center of MD,1,1f72a4ea4ba138d7,2018-02-12 00:00:00,,,Hagerstown,MD,BUNDLED,,2018-02-01 00:00:00,310112,eCW,0,123dbf85-c4e1-e711-8161-9cdc71557f61,3.92
312053,Allergy and Asthma Associates - NJ,1,c14e2a186321ac76,2018-02-09 00:00:00,,,RED BANK,NJ,BUNDLED,,2018-02-01 00:00:00,310105,eCW,0,e6ca90ce-9de5-e711-8162-9cdc71557f61,3.92
312042,Gastroenterology Institute of Orlando,1,e992909ebc45752f,2018-02-14 00:00:00,,,Kissimmee,FL,BUNDLED,,2018-02-01 00:00:00,310121,eCW,0,f3ed4b71-46ea-e711-8162-9cdc71557f61,3.92
312142,Shameem Akhtar MD,1,3adeab1f84254024,2018-02-26 00:00:00,,,LAFAYETTE,LA,BUNDLED,,2018-02-01 00:00:00,310172,eCW,0,21a0b513-dbef-e711-8162-9cdc71557f61,3.92
310643,Rime Women Health center,1,dfc4563b90b7fdc6,2018-02-09 00:00:00,,,Rome,GA,BUNDLED,,2018-02-01 00:00:00,310107,eCW,0,d197f76e-0373-e711-8149-9cdc71557f61,3.92
312175,"Womens Health Specialists, LLC",2,62cab4ebb25a1175,2018-02-19 00:00:00,,,Orlando,FL,BUNDLED,,2018-02-01 00:00:00,310129,eCW,0,52b79d87-bef0-e711-8162-9cdc71557f61,7.83
312351,Fairbanks Urology LLC,1,3c66a8b3b0d6244a,2018-02-07 00:00:00,,,FAIRBANKS,AK,BUNDLED,,2018-02-01 00:00:00,310101,eCW,0,2ecdb60f-dffa-e711-8163-9cdc71557f61,3.92
311751,"Ruben Perez, MD",1,110164a5d71a8989,2018-01-29 00:00:00,,,UNION CITY,NJ,BUNDLED,,2018-02-01 00:00:00,310066,eCW,0,d7c9e432-8100-e811-8163-9cdc71557f61,3.92
312526,Advanced Center for Internal Medicine SC,1,a74b674ec9e6acf0,2018-02-26 00:00:00,,,Geneva,IL,BUNDLED,,2018-02-01 00:00:00,310181,eCW,0,a26f2d9e-2808-e811-8163-9cdc71557f61,3.92
312244,Cattail River Hematology and Medical Oncology,1,3624dbaf34fa090a,2018-02-19 00:00:00,,,Olney,MD,BUNDLED,,2018-02-01 00:00:00,310148,eCW,0,e2eb4d1f-0d10-e811-8163-9cdc71557f61,3.92
312575,"Femwell - My OB GYN Specialists of Miami, LLC",3,6de780d96cde4692,2018-02-23 00:00:00,,,Miami,FL,IMO,,2018-02-01 00:00:00,310165,eCW,0,640c026e-0511-e811-8163-9cdc71557f61,11.75
312513,Arizona Orthopedics and Fracture Surgeons,0,b37eceaddb554332,2018-02-16 00:00:00,,,PHOENIX,AZ,ERROR,Message to Mitch and Lisa if retail or wholesale - wholesale - contract to follow up in March,2018-02-01 00:00:00,310126,eCW,0,a8c7500d-8812-e811-8163-9cdc71557f61,0.0
312659,The Women's Health Institute,1,533efa397bf376fc,2018-02-21 00:00:00,,,Wellington,FL,BUNDLED,,2018-02-01 00:00:00,310159,eCW,0,3f3212fe-5813-e811-8163-9cdc71557f61,3.92
